"","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","BMissing","CMissing","Attrition","Age","Gender","Education"
"2422",4,4,4,3.75,1.5,0,0,0,63,1,1
"2423",3.75,3.25,2.25,3.5,1,0,0,0,63,0,1
"2424",4.25,4.75,4.25,4.5,2.75,0,1,0,63,0,0
"2425",3,4.75,3.5,3.25,3.25,0,0,0,63,0,0
"2426",2.75,3,3.5,3,3,0,0,0,63,0,1
"2427",4.75,2.25,4.25,4,3.5,0,0,0,63,1,1
"2428",4.75,4.75,3.5,3.75,1.25,0,0,0,63,0,1
"2429",3,3.5,3.25,3,2.25,0,0,0,63,0,0
"2430",3.5,3,2.5,3.5,3.75,0,0,0,63,0,0
"2431",3.25,3.75,2.25,4.5,1.75,0,1,0,63,1,1
"2432",3.25,4.75,3.5,4.75,1.5,0,0,0,63,1,0
"2433",3.5,4.25,4,2.75,3,0,0,0,63,0,1
"2434",3.75,4,3.25,4.75,1,0,0,0,63,1,1
"2435",4.75,5,5,5,1,0,0,0,63,1,1
"2436",4,3,4.5,4.5,2.75,0,0,0,63,0,0
"2437",4,5,3.5,2.25,2,0,0,0,63,1,0
"2438",3.75,4.5,4.25,4.5,2.25,0,0,0,63,0,0
"2439",2.75,3,2.5,4,2.5,0,0,0,63,1,0
"2440",3.25,4.25,3.75,4.75,2.25,0,0,0,63,1,1
"2441",5,3.5,3.75,5,2,1,1,1,63,0,1
"2442",4.75,3.75,3.75,4.25,1.75,0,0,0,63,0,1
"2443",3,4.75,2.25,3.25,1,0,0,0,63,1,0
"2444",3.25,3.5,1.5,3.75,1.75,0,0,0,63,0,1
"2445",3.75,4,3,4.25,2.75,0,0,0,63,0,1
"2446",3,5,3.5,3.5,5,1,1,1,63,1,0
"2447",3.5,4.5,4.25,4,3.5,0,1,0,63,1,0
"2448",2,4.25,4,4,2.5,0,0,0,63,1,0
"2449",4.25,3.25,3.25,3.75,1.75,0,1,0,63,0,0
"2450",4.25,3.75,1.75,4.25,2.25,0,0,0,63,1,1
"2451",4,4.5,3.25,3.5,1.75,0,1,0,63,1,0
"2452",3.25,4.25,3.5,3.5,1.75,0,0,0,63,1,0
"2453",3,3,2.75,3.75,2,1,0,0,63,0,0
"2454",2.5,4.5,2.5,3.25,1.75,0,1,0,63,0,0
"2455",2.75,4.5,2.5,4.25,1,0,0,0,63,0,0
"2456",3.75,3.75,1.25,5,1,0,0,0,63,0,0
"2457",4.5,4.5,3.25,4,1,0,0,0,63,1,1
"2458",2.5,3.75,3.5,4.25,2.75,0,0,0,63,1,1
"2459",4,4.75,3,3.75,3.25,0,0,0,63,1,0
"2460",3.25,4.75,1.75,5,2.25,0,0,0,63,1,1
"2461",2.75,4,3.5,3.25,1.5,0,0,0,63,0,0
"2462",3.5,3.25,3,3.75,1.25,0,0,0,63,0,1
"2463",4.75,4.5,3.25,4.75,1.25,0,0,0,63,0,1
"2464",5,4.75,3.5,5,2.5,0,1,0,63,1,1
"2465",4.25,3.25,3.25,4.25,3.25,0,0,0,63,1,0
"2466",2.5,4.75,3,2.25,3,1,0,0,63,0,0
"2467",2,3,2.25,3.5,1.5,0,0,0,63,0,0
"2468",3.25,3.75,4.5,4,2.75,0,0,0,63,0,0
"2469",3.5,4.25,3,3.5,3.5,0,0,0,63,1,0
"2470",2.25,4.25,3,3,2,0,1,0,63,0,0
"2471",2.25,3.75,3,2.75,2.25,0,0,0,63,0,0
"2472",3,4.75,3,2.75,2.75,0,0,0,63,0,1
"2473",2.75,4.25,2.5,3.75,2.5,0,1,0,63,1,0
"2474",4.25,5,4.25,4.75,3.75,0,0,0,63,1,1
"2475",3.5,3.75,3.25,4.5,2.75,0,0,0,63,0,0
"2476",4.5,3.5,2,3.75,1.25,0,0,0,63,0,1
"2477",3.5,4.5,4,4.25,2.5,0,0,0,63,1,1
"2478",4,4.75,2.75,3.75,4.25,0,0,0,63,1,1
"2479",3.25,4.5,3.5,3.75,3.5,0,0,0,63,1,0
"2480",4,3.75,2.75,2.75,2.75,0,0,0,63,0,0
"2481",3.75,5,4.75,5,1.5,0,0,0,63,1,0
"2482",4.25,3.75,3.5,4.25,1.5,0,0,0,63,0,0
"2483",4.75,3.5,4.5,4.75,1,0,0,0,63,0,1
"2484",2,4.75,3,4.75,1.5,1,1,1,63,1,0
"2485",3.75,3,2.75,3,3.25,1,1,1,63,1,0
"2486",3.5,4.25,3.25,4.5,2.75,1,0,0,63,0,0
"2487",3,3.5,3.25,3.5,2.75,0,0,0,63,1,0
"2488",3,4.25,2.75,2.75,3.25,1,0,0,63,0,0
"2489",3,3.25,4,4.25,2.5,0,0,0,63,1,1
"2490",4.75,3,3.75,5,2.25,0,0,0,63,1,1
"2491",4.25,4.25,3.5,3.75,2.75,0,0,0,63,0,0
"2492",2.5,4.5,2,3.5,2.5,0,0,0,63,0,0
"2493",2.75,3.25,2,3,3,0,0,0,63,0,0
"2494",4,3,3.25,4,1.75,0,0,0,63,1,1
"2495",3,2.75,2.25,3.75,3.5,0,0,0,63,0,0
"2496",2.5,3,1.75,3.5,3,0,0,0,63,0,0
"2497",3.5,4.25,2.75,4,1.25,0,0,0,63,1,0
"2498",2.5,4.75,3.25,4.75,2,0,0,0,63,1,1
"2499",3.75,4,5,4.5,4,0,0,0,63,0,0
"2500",2.75,4.5,3,3.25,2.5,0,0,0,63,0,0
"2501",2.5,3.75,2.75,4.75,4,0,0,0,63,1,1
"2502",2.25,4.75,3,3.25,1,0,0,0,63,0,0
"2503",4,4.5,4.25,4.5,2.75,0,0,0,63,1,1
"2504",2.5,4.5,3.5,3.5,2.5,0,0,0,63,0,0
"2505",3.25,5,4.75,4.75,1.25,0,0,0,63,1,0
"2506",3,3,3,3,3,1,0,0,63,0,1
"2507",3.5,4.75,2,3.5,4.25,0,0,0,63,1,1
"2508",2,4.75,2.5,4.5,2,0,1,0,63,1,0
"2509",3.75,3.25,2.75,3.5,2.75,0,0,0,63,0,0
"2510",2.5,3.5,3,3,3.5,0,1,0,63,0,1
"2511",5,4,4.25,4.5,1.5,1,1,1,63,0,1
"2512",3.5,3.5,3,4,1.5,0,0,0,63,1,0
"2513",2.75,2.75,3,2.75,3,0,0,0,63,0,0
"2514",1.75,2.25,2.25,3,4,0,0,0,63,1,0
"2515",3,3.5,3.5,3.25,2,0,0,0,63,1,0
"2516",5,5,4.25,4.75,2,0,0,0,63,1,0
"2517",4.5,3.75,2.5,3,2,0,0,0,63,1,1
"2518",4,3.75,4.75,4.25,1.25,1,1,1,63,1,1
"2519",3.75,4,3.5,3.75,1.75,0,0,0,63,0,1
"2520",5,5,3.25,5,1,0,1,0,63,1,0
"2521",3.75,4.75,4.5,4.75,2,0,0,0,63,1,1
"2522",2.5,4.25,2,4.25,1.75,0,0,0,63,1,0
"2523",3,3.75,3.25,3.75,3.25,1,1,1,63,1,0
"2524",4.75,4,4.75,4.25,1.25,0,0,0,63,0,0
"2525",3,4,3.5,3.5,2.5,1,1,1,63,0,0
"2526",2.75,3.75,4,4.25,2.5,0,0,0,63,1,1
"2527",2.5,4.75,3.25,3.75,2.25,1,1,1,63,1,0
"2528",5,3.5,4.25,3.5,1.25,0,0,0,63,1,1
"2529",2,4.75,2.5,1.5,1.75,0,0,0,63,0,1
"2530",4,3.25,3,4.5,1,0,0,0,63,0,1
"2531",4.75,2,3,4,3,1,1,1,63,1,1
"2532",3.25,3.75,2.5,3.25,2.75,0,0,0,63,0,1
"2533",5,3,3.75,3.25,1.25,0,0,0,63,0,1
"2534",4.75,4.75,4.75,4.5,2.75,0,0,0,63,1,1
"2535",4,5,3.5,5,2.25,0,0,0,63,0,1
"2536",2.5,3.5,1.5,3.25,2,0,0,0,63,1,0
"2537",3,4.75,3.25,3.75,2,0,1,0,63,0,0
"2538",1.75,4.25,3,2.75,4,1,0,0,63,1,0
"2539",3,5,4,3.5,2.5,0,1,0,63,1,0
"2540",4.5,3.5,3.5,3.25,3.25,0,0,0,63,0,1
"2541",3,4.5,4,4.25,2.5,0,0,0,63,1,1
"2542",3.75,4.75,1,2.75,3,0,0,0,63,1,0
"2543",2.5,4.75,4,3.25,1,0,0,0,63,0,1
"2544",2.5,4.25,3.75,4.5,1,0,0,0,63,1,0
"2545",3.75,3,3.75,4,3,0,1,0,63,0,1
"2546",2,2.25,2.5,4.25,3.5,1,1,1,63,1,0
"2547",1.5,3.25,2.5,2.75,2.25,0,0,0,63,1,0
"2548",4.5,4.25,3,4,2.25,0,0,0,63,0,1
"2549",2.25,4.75,4.75,4.75,3.25,1,1,1,63,1,0
"2550",2.75,4,2,3.25,2,0,0,0,63,0,0
"2551",3.25,3,3,4.5,3.5,0,0,0,63,1,0
"2552",3,5,1,3.75,1,0,0,0,63,0,0
"2553",2.5,2,3.25,3.25,1.75,1,1,1,63,0,0
"2554",2.5,4,2,3,1.25,0,0,0,63,0,0
"2555",5,4.25,4,3.5,2.5,0,0,0,63,1,0
"2556",5,4.25,4.75,3.75,1.75,0,0,0,63,0,0
"2557",2.75,4.5,3.75,4.5,1.75,0,1,0,63,1,0
"2558",2.75,4,2.5,4.25,2.5,0,0,0,63,0,0
"2559",3.75,5,3.25,4,3,0,0,0,63,1,1
"2560",3.5,3.5,2,3,2.5,0,0,0,63,0,0
"2561",5,4.75,3.75,5,1.5,1,1,1,63,1,1
"2562",3.5,3.75,4,4.25,2.25,1,0,0,63,1,1
"2563",3.5,4,2,3.75,3,0,0,0,63,0,0
"2564",5,4.75,4.75,5,1.75,0,0,0,63,1,1
"2565",3,4,3,3.75,2.5,0,0,0,63,1,0
"2566",3,5,4.75,4,1,1,1,1,63,1,0
"2567",3,4.75,4,4,3.75,0,0,0,63,1,1
"2568",3.25,5,3.5,3.5,1.25,1,1,1,63,1,0
"2569",3.5,4.25,4,3.5,2,0,0,0,63,0,0
"2570",1.75,3.5,2.5,2.5,1.75,0,0,0,63,0,0
"2571",3.25,4.25,3.5,3.5,2.25,0,0,0,63,0,1
"2572",3,3.5,3.5,3.25,3,0,0,0,63,0,0
"2573",3,3.5,2.5,3,3,0,0,0,63,0,0
"2574",2.75,3.25,2.5,3.25,2.5,1,0,0,63,1,1
"2575",3.75,4.25,2.75,4.5,1.75,0,0,0,63,1,0
"2576",2.75,5,4.5,3.5,1.5,0,0,0,63,1,1
"2577",3.5,4,2.5,3.75,3.25,0,0,0,63,1,0
"2578",3.75,4.75,4.25,4.25,2.25,0,1,0,63,0,0
"2579",4.25,4.25,2.75,3.75,4.25,1,0,0,63,1,0
"2580",2.5,4,3,3.25,1,0,0,0,63,0,0
"2581",3.75,3.5,2,3.25,2.5,0,0,0,63,0,1
"2582",5,2.75,3.5,3.25,2.25,0,0,0,63,0,1
"2583",3,3,3.5,3.5,2.75,0,0,0,63,1,0
"2584",3.5,5,3.5,3,1.5,0,0,0,63,1,0
"2585",4.5,3,3.25,4,1.5,0,0,0,63,0,0
"2586",3.25,4.25,4,3.75,1.5,0,0,0,63,0,0
"2587",4.5,4.5,3.5,4,2,0,0,0,63,0,1
"2588",4.5,4.25,3,3.75,2.25,1,1,1,63,0,0
"2589",4.25,5,3.5,4.75,2,0,0,0,63,1,1
"2590",2.75,2.75,2.75,3.75,2.25,0,0,0,63,0,0
"2591",4,4.75,2.75,4.25,2.5,0,0,0,63,0,1
"2592",4.25,4.25,2.5,3.25,3.75,1,1,1,63,0,0
"2593",2.25,3.75,2.75,4.25,2,0,0,0,63,1,0
"2594",1.75,4.5,2.75,4,2.5,0,1,0,63,1,0
"2595",2.25,4.5,2.75,3.5,1.75,1,1,1,63,0,0
"2596",3.25,3.25,3.5,3.25,3,0,0,0,63,0,0
"2597",3.75,4,3.75,3.75,2.25,1,1,1,63,0,0
"2598",4.75,4.75,3,1,1.5,0,0,0,63,0,0
"2599",3,4.75,3,3.75,1.5,0,0,0,63,1,1
"2600",2.5,3.25,1.75,3,2.5,0,0,0,63,0,0
"2601",3.75,3.25,2.75,3.25,3.25,1,0,0,63,1,0
"2602",2.75,3.75,3,3.75,1.5,0,0,0,63,1,0
"2603",4.25,4.5,5,4.75,3.25,0,1,0,63,1,1
"2604",4.25,4.75,3.5,4.25,1.75,1,0,0,63,0,1
"2605",1.75,4.75,2.25,4.25,2,0,0,0,63,0,1
"2606",3.5,3.75,2.75,2,2.5,1,1,1,63,1,0
"2607",4.5,2.75,3.75,5,1.25,0,1,0,63,1,1
"2608",2.75,4.5,3.5,3,2.75,0,0,0,63,0,0
"2609",3.75,4.25,2.25,4.25,1.75,0,1,0,63,0,0
"2610",3.5,3.5,2.25,3.75,2.25,0,0,0,63,0,1
"2611",2,4.25,3,4.5,3,0,1,0,63,1,0
"2612",1.5,2.25,2,2,4,0,0,0,63,0,0
"2613",4.25,4.75,4.75,4.5,2.25,0,0,0,63,1,1
"2614",2.5,4.5,2.25,4,3,0,0,0,63,1,1
"2615",4.25,5,4.25,4.5,2,0,0,0,63,0,1
"2616",3.25,3.5,2.75,4,2.25,0,0,0,63,1,0
"2617",4,3.25,2.25,4,3,0,0,0,63,0,1
"2618",4,4.5,2.75,3.5,1.75,0,0,0,63,0,1
"2619",5,4,2.5,4.75,2.25,1,1,1,63,0,0
"2620",3.25,4.25,4.25,4.5,1.25,1,1,1,63,0,0
"2621",4.75,5,4.75,5,3,0,0,0,63,1,0
"2622",3,3.75,3.5,4.5,1.25,0,1,0,63,1,0
"2623",4.75,4.5,4.5,3.75,1.25,0,0,0,63,0,1
"2624",3.5,3.75,1.75,2.75,1,0,1,0,63,0,1
"2625",4.5,4.5,4,4.5,3,0,0,0,63,1,1
"2626",2.5,4,2.5,3.75,3.75,0,0,0,63,1,0
"2627",4.75,4.25,3.5,5,2.25,0,0,0,63,1,0
"2628",4,5,3.5,5,2.5,0,0,0,63,1,0
"2629",3.5,4.75,4,4.25,3.5,0,0,0,63,1,0
"2630",3,3.25,3,3.25,2.5,0,0,0,63,0,0
"2631",4,4.75,3.75,2.75,3,0,0,0,63,1,0
"2632",2.5,5,4.5,3.25,2.25,0,0,0,63,1,0
"2633",3.75,4.25,2.75,3.5,2,0,0,0,63,0,0
"2634",2.75,4.5,2.5,4.5,1.25,0,0,0,63,0,0
"2635",4.25,3.25,3,4,1.25,0,0,0,63,1,1
"2636",4,4.75,4.75,5,2.75,0,0,0,63,1,0
"2637",3.5,4,2,4.25,3,0,0,0,63,1,0
"2638",4,2.75,5,5,1.25,0,1,0,63,1,0
"2639",5,4,4.75,4.75,1,1,1,1,63,0,1
"2640",3.5,4,4.75,4,2.25,0,0,0,63,1,0
"2641",2.25,4,1.5,4.5,1.5,0,0,0,63,1,1
"2642",4.25,4.5,2.75,3.25,2.75,0,0,0,63,0,1
"2643",4,4.75,1.75,3.75,2,0,0,0,63,0,0
"2644",3,3,1.25,3,3.25,0,1,0,63,1,0
"2645",2.75,4,3.5,4.25,2.75,0,0,0,63,0,0
"2646",3.75,4.25,3.5,4.75,1,0,1,0,63,1,0
"2647",2.5,3.75,2.75,2.75,2.5,0,0,0,63,0,0
"2648",4.75,4,2.75,3.25,3.75,0,0,0,63,1,1
"2649",2.75,4.25,3.25,4,3,1,1,1,63,1,0
"2650",4.25,3.75,2.5,3.5,3.5,0,1,0,63,1,0
"2651",3.5,4.75,4,4,2.5,0,0,0,63,0,0
"2652",3.75,3.25,4.25,4.25,2,0,0,0,63,1,1
"2653",4.5,3.5,3.5,2.5,2,1,0,0,63,0,0
"2654",3,4.5,3.25,4,2.5,0,0,0,64,0,1
"2655",4,5,4.5,4.5,1.75,1,1,1,64,0,0
"2656",3.5,4.75,4.25,5,2.75,0,1,0,64,1,1
"2657",3,4.75,2.75,4.25,2,0,0,0,64,1,0
"2658",3.5,4.75,2.5,4.5,1.25,0,0,0,64,1,0
"2659",1.75,3.75,2.5,4.5,1.25,1,0,0,64,0,0
"2660",3,4,3.75,3.25,1,0,0,0,64,0,0
"2661",4,2.25,3,3,2.25,0,0,0,64,1,1
"2662",4.75,4.5,3.75,4.5,1,0,0,0,64,1,1
"2663",3.5,3.5,3.75,4.25,2.5,1,0,0,64,1,1
"2664",2.5,4,3,3.75,3,0,0,0,64,1,1
"2665",4.25,2.75,2.25,3.75,1.5,0,0,0,64,0,1
"2666",4.5,1.5,3.75,5,1,0,0,0,64,1,1
"2667",2.5,3.25,3.75,2.75,1.25,1,0,0,64,0,0
"2668",2.75,4,3.75,3.25,2.5,0,0,0,64,0,0
"2669",4.5,4.25,2.75,4.25,2,1,0,0,64,1,1
"2670",3.25,3.75,2,3.5,2,0,0,0,64,0,0
"2671",3,4.5,3.25,3,2.25,1,1,1,64,1,0
"2672",4.5,2.75,4,4.5,4.25,0,1,0,64,0,0
"2673",3,4.75,2.25,3.5,3.25,0,0,0,64,1,0
"2674",3,4.5,3,3.75,1,1,1,1,64,0,0
"2675",2.5,4.75,3.5,3.5,1.75,0,0,0,64,0,0
"2676",2.5,4.5,3.5,4.25,1.25,0,0,0,64,0,0
"2677",4,5,3,4.25,2,0,0,0,64,0,0
"2678",3.25,5,3.25,4,3,0,0,0,64,1,0
"2679",5,4,5,5,4,0,0,0,64,0,0
"2680",4,4,3,3.75,2.5,0,0,0,64,0,1
"2681",3.25,3,2.75,3.5,3,0,1,0,64,0,0
"2682",4.5,4.25,3.75,4,2,0,1,0,64,0,1
"2683",4.5,4.5,3.5,5,2,0,0,0,64,0,0
"2684",4.25,3,3.5,4.25,2.5,0,0,0,64,1,1
"2685",2.75,4,4.5,3.25,2.75,0,0,0,64,1,0
"2686",3.75,4,3.5,4.5,2.25,0,0,0,64,1,1
"2687",2.75,4.75,4,3.75,2,1,1,1,63,1,1
"2688",2.25,5,2.5,4.25,1.25,0,0,0,64,0,0
"2689",1.5,4.5,2,1.75,2.25,0,0,0,64,0,0
"2690",3,2.25,3.25,3.25,3,0,0,0,64,0,1
"2691",3,4,3.25,4,1.5,0,1,0,64,1,0
"2692",3,5,2.75,4,2.75,0,0,0,64,1,0
"2693",3.75,3.25,2.75,3.75,2.75,0,0,0,64,0,1
"2694",3,5,3.25,4,3,0,0,0,64,0,0
"2695",2.5,4.25,4,3.5,1.75,0,0,0,64,0,1
"2696",3.5,3.75,3.25,3.75,1.5,0,0,0,64,0,1
"2697",3,4.5,3,4.25,1.25,0,0,0,64,1,0
"2698",1.5,5,2.25,3.75,2.25,0,0,0,64,0,0
"2699",2.25,5,2,4.5,1,0,0,0,64,0,0
"2700",3.5,4.75,3.25,4,2.5,1,1,1,64,1,1
"2701",1.75,5,4.5,3.75,2,1,1,1,64,1,1
"2702",3.5,4.5,2.25,4.75,3,0,0,0,64,1,0
"2703",2.75,4.5,3.25,4,3,1,1,1,64,1,0
"2704",1.5,3.5,2,2,1.75,0,0,0,64,0,0
"2705",4.25,3.75,4,4.5,1.25,0,0,0,64,0,1
"2706",4.5,3,3.25,4.5,1.75,0,0,0,64,1,1
"2707",4.75,4.5,3.25,3.75,1.5,0,0,0,64,0,0
"2708",1.5,4.25,4,2.75,2.75,0,0,0,64,0,1
"2709",2.5,3.5,3,4.25,3,0,1,0,64,1,0
"2710",4,4.25,3.5,4.75,1.5,0,0,0,64,1,1
"2711",2.5,4.5,2.5,3.75,2.75,0,0,0,64,1,0
"2712",3.25,4.75,4.75,4.5,2,0,0,0,64,0,0
"2713",3.75,4.75,4,4.75,2.5,0,0,0,64,1,0
"2714",4.25,4.75,3.75,4.5,1.25,1,0,0,64,0,1
"2715",5,5,4.75,5,1.75,0,1,0,64,0,1
"2716",3,4,3,2.75,1.5,1,1,1,64,0,0
"2717",2,3.25,3,4.25,1.25,0,0,0,64,1,1
"2718",3.75,1.75,4,2.75,3.75,0,0,0,64,1,0
"2719",2.75,4.75,3.25,2.5,1.75,0,0,0,64,0,0
"2720",2.75,4.75,4.25,4.5,2.25,0,0,0,64,1,1
"2721",3.25,4,3.25,4.25,1.25,0,0,0,64,0,1
"2722",2.25,3.25,2.25,2.25,2.75,0,0,0,64,0,0
"2723",3.75,4.75,4.25,4,2.25,1,1,1,64,0,0
"2724",2.75,5,4,5,2,0,1,0,64,1,0
"2725",5,4.75,3.5,3.75,2.25,0,0,0,64,1,1
"2726",3,4.5,3.5,4.5,1.5,0,0,0,64,1,0
"2727",3.5,3.75,3.5,4.25,2.25,0,0,0,64,1,1
"2728",4.25,3.5,4.75,3.75,2,1,1,1,64,1,0
"2729",3.5,4.5,3,4.5,3,1,1,1,64,0,1
"2730",3,2.75,3,4.5,3.25,0,0,0,64,1,1
"2731",3.75,5,3,4.5,4,0,0,0,64,1,1
"2732",3.75,4.5,5,5,1.5,1,0,0,64,1,1
"2733",3.25,3,3.5,3.25,3,1,1,1,64,0,0
"2734",3,3.25,2,3.5,2.75,0,0,0,64,1,0
"2735",3,4,3.75,4,1.25,0,0,0,64,0,1
"2736",3.5,4.5,3.75,4.5,1.5,1,0,0,64,0,1
"2737",3.25,3.75,4,4.25,2.25,1,1,1,64,1,0
"2738",3.5,4,3.75,4.75,2.25,0,0,0,64,0,0
"2739",2.75,4.75,2.75,4.75,1.25,0,0,0,64,1,1
"2740",2,4.25,2,2.75,2.5,0,0,0,64,0,1
"2741",4.5,5,2.5,4,3.5,0,0,0,64,0,1
"2742",4.5,4.5,3.75,4.75,2.25,0,0,0,64,1,1
"2743",4.25,1.75,3,2.75,2.5,0,0,0,64,0,0
"2744",4.5,3.75,4.5,5,2.25,0,0,0,64,1,1
"2745",4,4.5,1.25,4.5,2,0,0,0,64,0,0
"2746",4.75,4,4.5,4.75,3.5,0,1,0,64,1,0
"2747",4,5,2.75,4.25,2,0,1,0,64,1,0
"2748",2.75,3,3,3.75,1.75,1,0,0,64,0,1
"2749",3.25,2.75,3.75,4,2.5,0,0,0,64,0,1
"2750",4.75,4,4.5,4.5,2.75,1,1,1,64,0,0
"2751",2.25,4.25,3.75,4,2,0,1,0,64,1,0
"2752",2.25,4,2.75,2.5,3.75,0,0,0,64,0,0
"2753",4,4,4.25,2.75,2.25,0,0,0,64,1,1
"2754",5,3.75,3.75,4.5,4.5,0,0,0,64,1,1
"2755",2.75,3.5,2.5,5,3,0,0,0,64,0,1
"2756",4.75,4.5,3.75,4.25,2,1,0,0,64,1,1
"2757",1.75,4.25,1.75,4,2.25,0,0,0,64,0,0
"2758",4,4,3.25,3.5,2.25,1,1,1,64,0,0
"2759",3.25,3.25,2.75,4.75,2.5,0,1,0,64,0,0
"2760",3.5,5,4,4.5,2,0,0,0,64,1,0
"2761",3.75,4.5,4.25,4.75,1.25,1,1,1,64,0,0
"2762",2.75,4,3.75,4.75,2.25,0,0,0,64,1,1
"2763",2.75,2.25,3.75,3,1.25,0,0,0,64,0,0
"2764",2.5,3.5,3,3.75,2.75,0,0,0,64,0,0
"2765",3,4.5,3.75,3.5,3,1,1,1,64,0,0
"2766",3,3.25,1.5,3.5,2.75,0,0,0,64,1,0
"2767",3,4.5,2.75,3.25,3,0,0,0,64,1,0
"2768",3.75,3.75,2.25,2.75,3.5,0,0,0,64,0,0
"2769",3.25,4.25,3,3,2.75,1,1,1,64,1,0
"2770",2.25,2.25,2.5,3.75,1.25,0,1,0,64,1,0
"2771",1.25,4,1.25,2.75,2.25,0,0,0,64,1,0
"2772",5,4.25,3,4,1.75,0,0,0,64,0,1
"2773",2.5,5,3,4.5,2,0,0,0,64,1,0
"2774",2.25,4,3.25,3.25,2.5,1,1,1,64,0,0
"2775",2.75,3.5,2.5,3.5,2,1,0,0,64,0,0
"2776",3,4,3,4,2.5,0,0,0,64,1,1
"2777",2.5,3.5,1.75,4,3.75,0,0,0,64,0,1
"2778",3.5,3.75,3,3.75,3.25,0,0,0,64,1,1
"2779",4.25,3.25,1.5,3.5,2.75,0,0,0,64,0,1
"2780",3.75,4.5,4.75,4.75,1.5,0,1,0,64,1,1
"2781",3,4.5,3,4,1.5,0,0,0,64,0,0
"2782",3.5,4.25,3.5,3,3,0,0,0,64,1,1
"2783",4.75,5,2.5,4.75,1.75,0,0,0,64,1,1
"2784",3.5,2.5,2.25,2.25,2.75,0,0,0,64,0,0
"2785",2.75,3.75,3,3.75,2.5,0,0,0,64,0,0
"2786",3.75,4.25,2.75,4,2.25,0,0,0,64,0,1
"2787",3.5,5,5,3.5,3.25,1,1,1,64,1,0
"2788",4.75,4.5,4.75,5,1,0,0,0,64,1,0
"2789",3,5,3.5,3.5,3.25,0,0,0,64,0,1
"2790",3.25,4.75,4,4,1.5,0,0,0,64,1,0
"2791",4.25,3.5,4.25,4,2.25,0,0,0,64,0,1
"2792",3.75,3.75,3.25,4.75,1.75,0,1,0,64,1,1
"2793",4,3.75,4,4.25,2.5,1,0,0,64,1,0
"2794",3.25,5,3.5,3.25,2.5,0,0,0,64,1,0
"2795",3.25,3.75,3.25,4,3,0,0,0,64,1,0
"2796",3.25,4.75,3.75,4.5,2,0,0,0,64,0,1
"2797",4.5,4,5,4.75,2.5,0,0,0,64,0,0
"2798",3,5,4,4.75,1.5,1,0,0,64,1,1
"2799",2,4.75,5,4,2,1,0,0,64,1,0
"2800",5,2.75,4.5,5,2.5,0,1,0,64,1,1
"2801",3.75,4.25,2.5,3.25,2.5,0,0,0,64,0,1
"2802",2.75,4.25,1,4.5,3.75,0,0,0,64,1,0
"2803",2.5,4.5,3,4.75,2.5,0,0,0,64,0,1
"2804",4.75,4,2.75,4.75,2.75,0,0,0,64,0,0
"2805",3.25,3.5,3.5,3.75,2.25,0,0,0,64,0,0
"2806",4.75,5,3,3.25,2.25,0,1,0,64,1,0
"2807",2.5,4.25,2.5,4.5,1.5,0,0,0,64,1,0
"2808",3.25,3.5,4,4.25,3.25,0,0,0,64,0,0
"2809",3,4.5,2.75,3.75,1.75,0,0,0,64,1,0
"2810",4,3.75,3,4.75,2.25,0,0,0,64,1,0
"2811",3,5,4.5,4.5,1,0,0,0,64,0,1
"2812",3.75,4.75,2.75,5,2,0,0,0,64,1,0
"2813",3,4,3.25,4.75,1,0,0,0,64,0,0
"2814",4.75,4.75,4.75,5,1,1,1,1,64,1,0
"2815",4.25,3.75,2.5,4.75,1.25,0,0,0,64,1,1
"2816",3.75,3.5,2.5,3.5,2,0,1,0,64,0,1
"2817",4.5,4.5,3,4.5,3.25,0,0,0,64,1,1
"2818",3,3,3.25,3.75,2.25,0,0,0,64,0,1
"2819",2.75,4.25,2.75,3,1.5,0,0,0,63,1,0
"2820",4.25,4.75,5,3.5,3,0,0,0,64,0,0
"2821",3.5,4.75,3.75,4.75,2.5,0,0,0,64,1,1
"2822",4,2.5,2,3.75,3,0,0,0,64,1,0
"2823",4.25,2.75,3.5,1.75,4.5,0,0,0,64,1,1
"2824",3,4.75,3.25,4.25,1.5,0,0,0,64,1,0
"2825",3.75,3.75,3.75,3.75,2.75,0,1,0,64,0,0
"2826",3,2,5,3.75,1.75,0,0,0,64,0,0
"2827",3.25,4,3,3.75,2,0,0,0,64,1,0
"2828",2.25,3.5,3,4,1.5,0,0,0,64,0,0
"2829",2.75,4.5,3.25,3.75,3.75,0,0,0,64,1,0
"2830",3.5,4.25,3.5,3.75,2,0,0,0,64,1,0
"2831",2.5,3,3.5,3.25,4,0,0,0,64,1,0
"2832",3,4.25,3.75,4.5,1.75,0,0,0,64,1,0
"2833",3.75,4.25,4.25,4.5,2.5,0,0,0,64,1,1
"2834",4,5,3.75,3.5,1.25,0,0,0,64,1,0
"2835",2.75,3.75,2,3.5,1.25,0,0,0,64,0,0
"2836",3.5,4.75,3.25,4.25,1.5,0,0,0,64,0,0
"2837",2.5,4.25,1.75,4.25,2,0,0,0,64,1,1
"2838",2.75,3.75,3,4,3,0,0,0,64,1,1
"2839",2.25,3.5,2.25,5,3.25,0,0,0,64,0,1
"2840",2.75,4,3.75,4.75,2,0,0,0,64,1,1
"2841",2,4,2.5,3.75,3.75,0,1,0,64,1,0
